code,id,name,user_type_id/id,reconcile,chart_template_id/id
28210000,pcg_28210000,Amortissements de l'immobilisation en recherche et développement,account.data_account_type_non_current_assets,FALSE,l10n_ma
28220000,pcg_28220000,"Amortissements des brevets, marques, droits et valeurs similaires",account.data_account_type_non_current_assets,FALSE,l10n_ma
28230000,pcg_28230000,Amortissements du fonds commercial,account.data_account_type_non_current_assets,FALSE,l10n_ma
28280000,pcg_28280000,Amortissements des autres immobilisations incorporelles,account.data_account_type_non_current_assets,FALSE,l10n_ma
28310000,pcg_28310000,Amortissements des terrains,account.data_account_type_non_current_assets,FALSE,l10n_ma
28311000,pcg_28311000,Amortissements des terrains nus,account.data_account_type_non_current_assets,FALSE,l10n_ma
28312000,pcg_28312000,Amortissements des terrains aménagés,account.data_account_type_non_current_assets,FALSE,l10n_ma
28313000,pcg_28313000,Amortissements des terrains bâtis,account.data_account_type_non_current_assets,FALSE,l10n_ma
28314000,pcg_28314000,Amortissements des terrains de gisement,account.data_account_type_non_current_assets,FALSE,l10n_ma
28320000,pcg_28320000,Amortissements des constructions,account.data_account_type_non_current_assets,FALSE,l10n_ma
28321000,pcg_28321000,Amortissements des bâtiments,account.data_account_type_non_current_assets,FALSE,l10n_ma
28323000,pcg_28323000,Amortissements des constructions sur terrains d'autrui,account.data_account_type_non_current_assets,FALSE,l10n_ma
28325000,pcg_28325000,Amortissements des ouvrages d'infrastructure,account.data_account_type_non_current_assets,FALSE,l10n_ma
28327000,pcg_28327000,"Amortissements des installations, agencements et aménagements des constructions",account.data_account_type_non_current_assets,FALSE,l10n_ma
28328000,pcg_28328000,Amortissements des autres constructions,account.data_account_type_non_current_assets,FALSE,l10n_ma
28330000,pcg_28330000,"Amortissements des installations techniques, matériel et outillage",account.data_account_type_non_current_assets,FALSE,l10n_ma
28331000,pcg_28331000,Amortissements des installations techniques,account.data_account_type_non_current_assets,FALSE,l10n_ma
28332000,pcg_28332000,Amortissements du matériel et outillage,account.data_account_type_non_current_assets,FALSE,l10n_ma
28333000,pcg_28333000,Amortissements des emballages récupérables ident ifiables,account.data_account_type_non_current_assets,FALSE,l10n_ma
28338000,pcg_28338000,"Amortissements des autres installations techniques, matériel et outillage",account.data_account_type_non_current_assets,FALSE,l10n_ma
28340000,pcg_28340000,Amortissements du matériel de transport,account.data_account_type_non_current_assets,FALSE,l10n_ma
28350000,pcg_28350000,"Amortissements du mobilier, matériel de bureau et aménagements divers",account.data_account_type_non_current_assets,FALSE,l10n_ma
28351000,pcg_28351000,Amortissements du mobilier de bureau,account.data_account_type_non_current_assets,FALSE,l10n_ma
28352000,pcg_28352000,Amortissements du matériel de bureau,account.data_account_type_non_current_assets,FALSE,l10n_ma
28355000,pcg_28355000,Amortissements du matériel informatique,account.data_account_type_non_current_assets,FALSE,l10n_ma
28356000,pcg_28356000,"Amortissements des agencements, installations et aménagements divers",account.data_account_type_non_current_assets,FALSE,l10n_ma
28358000,pcg_28358000,"Amortissements des autres mobilier, matériel de bureau et aménagements divers",account.data_account_type_non_current_assets,FALSE,l10n_ma
28380000,pcg_28380000,Amortissements des autres immobilisations corporelles,account.data_account_type_non_current_assets,FALSE,l10n_ma
29200000,pcg_29200000,Provisions pour dépréciation des immobilisations incorporelles,account.data_account_type_non_current_assets,FALSE,l10n_ma
29300000,pcg_29300000,Provisions pour dépréciation des immobilisations corporelles,account.data_account_type_non_current_assets,FALSE,l10n_ma
29410000,pcg_29410000,Provisions pour dépréciation des prêts immobilisés,account.data_account_type_non_current_assets,FALSE,l10n_ma
29480000,pcg_29480000,Provisions pour dépréciation des autres créances financières,account.data_account_type_non_current_assets,FALSE,l10n_ma
29510000,pcg_29510000,Provisions pour dépréciation des titres de participation,account.data_account_type_non_current_assets,FALSE,l10n_ma
29580000,pcg_29580000,Provisions pour dépréciation des autres titres immobilisés,account.data_account_type_non_current_assets,FALSE,l10n_ma
31110000,pcg_31110000,Marchandises (groupe A),account.data_account_type_current_assets,FALSE,l10n_ma
31120000,pcg_31120000,Marchandises (groupe B),account.data_account_type_current_assets,FALSE,l10n_ma
31160000,pcg_31160000,Marchandises en cours de route,account.data_account_type_current_assets,FALSE,l10n_ma
31180000,pcg_31180000,Autres marchandises,account.data_account_type_current_assets,FALSE,l10n_ma
31210000,pcg_31210000,Matières premières,account.data_account_type_current_assets,FALSE,l10n_ma
31211000,pcg_31211000,Matières premières (groupe A),account.data_account_type_current_assets,FALSE,l10n_ma
31212000,pcg_31212000,Matières premières (groupe B),account.data_account_type_current_assets,FALSE,l10n_ma
31220000,pcg_31220000,Matières et fournitures consommables,account.data_account_type_current_assets,FALSE,l10n_ma
31221000,pcg_31221000,Matières consommables (groupe A),account.data_account_type_current_assets,FALSE,l10n_ma
31222000,pcg_31222000,Matières consommables (groupe B),account.data_account_type_current_assets,FALSE,l10n_ma
31223000,pcg_31223000,Combustibles,account.data_account_type_current_assets,FALSE,l10n_ma
31224000,pcg_31224000,Produits d'entretien,account.data_account_type_current_assets,FALSE,l10n_ma
31225000,pcg_31225000,Fournitures d'atelier et d'usine,account.data_account_type_current_assets,FALSE,l10n_ma
31226000,pcg_31226000,Fournitures de magasin,account.data_account_type_current_assets,FALSE,l10n_ma
31227000,pcg_31227000,Fournitures de bureau,account.data_account_type_current_assets,FALSE,l10n_ma
31230000,pcg_31230000,Emballages,account.data_account_type_current_assets,FALSE,l10n_ma
31231000,pcg_31231000,Emballages perdus,account.data_account_type_current_assets,FALSE,l10n_ma
31232000,pcg_31232000,Emballages récupérables non identifiables,account.data_account_type_current_assets,FALSE,l10n_ma
31233000,pcg_31233000,Emballages à usage mixte,account.data_account_type_current_assets,FALSE,l10n_ma
31260000,pcg_31260000,Matières et fournitures consommables en cours de route,account.data_account_type_current_assets,FALSE,l10n_ma
31280000,pcg_31280000,Autres matières et fournitures consommables,account.data_account_type_current_assets,FALSE,l10n_ma
31310000,pcg_31310000,Biens en cours,account.data_account_type_current_assets,FALSE,l10n_ma
31311000,pcg_31311000,Biens produits en cours,account.data_account_type_current_assets,FALSE,l10n_ma
31312000,pcg_31312000,Biens intermédiaires en cours,account.data_account_type_current_assets,FALSE,l10n_ma
31317000,pcg_31317000,Biens résiduels en cours,account.data_account_type_current_assets,FALSE,l10n_ma
31340000,pcg_31340000,Services en cours,account.data_account_type_current_assets,FALSE,l10n_ma
31341000,pcg_31341000,Travaux en cours,account.data_account_type_current_assets,TRUE,l10n_ma
31342000,pcg_31342000,Etudes en cours,account.data_account_type_current_assets,FALSE,l10n_ma
31343000,pcg_31343000,Prestations en cours,account.data_account_type_current_assets,FALSE,l10n_ma
31380000,pcg_31380000,Autres produits en cours,account.data_account_type_current_assets,FALSE,l10n_ma
31410000,pcg_31410000,Produits intermédiaires,account.data_account_type_current_assets,FALSE,l10n_ma
31411000,pcg_31411000,Produits intermédiaires (groupe A),account.data_account_type_current_assets,FALSE,l10n_ma
31412000,pcg_31412000,Produits intermédiaires (groupe B),account.data_account_type_current_assets,FALSE,l10n_ma
31450000,pcg_31450000,Produits résiduels (ou matières de récupération),account.data_account_type_current_assets,FALSE,l10n_ma
31451000,pcg_31451000,Déchets,account.data_account_type_current_assets,FALSE,l10n_ma
31452000,pcg_31452000,Rebuts,account.data_account_type_current_assets,FALSE,l10n_ma
31453000,pcg_31453000,Matières de récupération,account.data_account_type_current_assets,FALSE,l10n_ma
31480000,pcg_31480000,Autres produits intermédiaires et produits résiduels,account.data_account_type_current_assets,FALSE,l10n_ma
31510000,pcg_31510000,Produits finis (groupe A),account.data_account_type_current_assets,TRUE,l10n_ma
31520000,pcg_31520000,Produits finis (groupe B),account.data_account_type_current_assets,TRUE,l10n_ma
31560000,pcg_31560000,Produits finis en cours de route,account.data_account_type_current_assets,FALSE,l10n_ma
31580000,pcg_31580000,Autres produits finis,account.data_account_type_current_assets,FALSE,l10n_ma
34110000,pcg_34110000,Fournisseurs - avances et acomptes versés sur commandes d'exploitation,account.data_account_type_current_assets,TRUE,l10n_ma
34130000,pcg_34130000,Fournisseurs - créances pour emballages et matériel à rendre,account.data_account_type_current_assets,FALSE,l10n_ma
34170000,pcg_34170000,"Rabais, remises et ristournes à obtenir - avoirs non encore reçus",account.data_account_type_current_assets,FALSE,l10n_ma
34180000,pcg_34180000,Autres fournisseurs débiteurs,account.data_account_type_current_assets,FALSE,l10n_ma
34210000,pcg_34210000,Clients,account.data_account_type_receivable,TRUE,l10n_ma
34211000,pcg_34211000,Clients - Catégorie A,account.data_account_type_receivable,TRUE,l10n_ma
34230000,pcg_34230000,Clients - retenues de garantie,account.data_account_type_current_assets,FALSE,l10n_ma
34240000,pcg_34240000,Clients douteux ou litigieux,account.data_account_type_current_assets,FALSE,l10n_ma
34250000,pcg_34250000,Clients - effets à recevoir,account.data_account_type_current_assets,TRUE,l10n_ma
34270000,pcg_34270000,Clients - factures à établir et créances sur travaux non encore facturés,account.data_account_type_current_assets,FALSE,l10n_ma
34271000,pcg_34271000,Clients - factures à établir,account.data_account_type_current_assets,TRUE,l10n_ma
34272000,pcg_34272000,Créances sur travaux non encore facturables,account.data_account_type_current_assets,FALSE,l10n_ma
34280000,pcg_34280000,Autres clients et comptes rattachés,account.data_account_type_current_assets,FALSE,l10n_ma
34310000,pcg_34310000,Avances et acomptes au personnel,account.data_account_type_current_assets,FALSE,l10n_ma
34380000,pcg_34380000,Personnel - autres débiteurs,account.data_account_type_current_assets,FALSE,l10n_ma
34510000,pcg_34510000,Subventions à recevoir,account.data_account_type_current_assets,FALSE,l10n_ma
34511000,pcg_34511000,Subventions d'investissement à recevoir,account.data_account_type_current_assets,FALSE,l10n_ma
34512000,pcg_34512000,Subventions d'exploitation à recevoir,account.data_account_type_current_assets,FALSE,l10n_ma
34513000,pcg_34513000,Subventions d'équilibre à recevoir,account.data_account_type_current_assets,FALSE,l10n_ma
34530000,pcg_34530000,Acomptes sur impôts sur les résultats,account.data_account_type_current_assets,FALSE,l10n_ma
34550000,pcg_34550000,Etat - TVA récupérable,account.data_account_type_current_assets,FALSE,l10n_ma
34551000,pcg_34551000,Etat - TVA récupérable sur immobilisations,account.data_account_type_current_assets,FALSE,l10n_ma
34551160,pcg_34551160, -Autres immobilisations,account.data_account_type_current_assets,FALSE,l10n_ma
34551162,pcg_34551162, -Achat à l'importation,account.data_account_type_current_assets,FALSE,l10n_ma
34551163,pcg_34551163, -Achat à l'intérieur,account.data_account_type_current_assets,FALSE,l10n_ma
34551164,pcg_34551164, -LiTRUEson à soi-même autre que constructions,account.data_account_type_current_assets,FALSE,l10n_ma
34551165,pcg_34551165, -Installation et pose,account.data_account_type_current_assets,FALSE,l10n_ma
34551166,pcg_34551166, -Constructions,account.data_account_type_current_assets,FALSE,l10n_ma
34551167,pcg_34551167, -LiTRUEson à soi-même de constructions,account.data_account_type_current_assets,FALSE,l10n_ma
34551168,pcg_34551168, -Autres immobilisations,account.data_account_type_current_assets,FALSE,l10n_ma
34551169,pcg_34551169, -Autres immobilisations,account.data_account_type_current_assets,FALSE,l10n_ma
34552000,pcg_34552000,Etat - TVA récupérable sur charges,account.data_account_type_current_assets,FALSE,l10n_ma
34552140,pcg_34552140, -Prestations de services,account.data_account_type_current_assets,FALSE,l10n_ma
34552141,pcg_34552141, -Transport,account.data_account_type_current_assets,FALSE,l10n_ma
34552142,pcg_34552142, -Opération de banque,account.data_account_type_current_assets,FALSE,l10n_ma
34552143,pcg_34552143," -Hôtels  de  voyageurs,  et  ensemble   immobilier  à  destination touristique",account.data_account_type_current_assets,FALSE,l10n_ma
34552144,pcg_34552144," -Les opérations des avocats,interprètes,notaires,adoul,huissiers de justice et vétérinaires",account.data_account_type_current_assets,FALSE,l10n_ma
34552145,pcg_34552145, -Achat à l'importation,account.data_account_type_current_assets,FALSE,l10n_ma
34552146,pcg_34552146, -Achat à l'intérieur,account.data_account_type_current_assets,FALSE,l10n_ma
34552147,pcg_34552147, -Achat à l'importation,account.data_account_type_current_assets,FALSE,l10n_ma
34552148,pcg_34552148, -Achat à l'intérieur,account.data_account_type_current_assets,FALSE,l10n_ma
34552149,pcg_34552149, -Achat à l'importation,account.data_account_type_current_assets,FALSE,l10n_ma
34552150,pcg_34552150, -Achat à l'intérieur,account.data_account_type_current_assets,FALSE,l10n_ma
34552151,pcg_34552151, -Achat à l'importation,account.data_account_type_current_assets,FALSE,l10n_ma
34552152,pcg_34552152, -Achat à l'intérieur,account.data_account_type_current_assets,FALSE,l10n_ma
34552153,pcg_34552153, -Autres prestations de services,account.data_account_type_current_assets,FALSE,l10n_ma
34552155,pcg_34552155,Travaux à façon,account.data_account_type_current_assets,FALSE,l10n_ma
34552156,pcg_34552156,Sous - traitance (travaux immobiliers ),account.data_account_type_current_assets,FALSE,l10n_ma
34560000,pcg_34560000,Etat - crédit de TVA (suivant déclaration),account.data_account_type_current_assets,FALSE,l10n_ma
34580000,pcg_34580000,Etat - autres comptes débiteurs,account.data_account_type_current_assets,FALSE,l10n_ma
34610000,pcg_34610000,Associés - comptes d'apport en société,account.data_account_type_current_assets,FALSE,l10n_ma
34620000,pcg_34620000,Actionnaires - capital souscrit et appelé non versé,account.data_account_type_current_assets,FALSE,l10n_ma
34630000,pcg_34630000,Comptes courants des associés débiteurs,account.data_account_type_current_assets,FALSE,l10n_ma
34640000,pcg_34640000,Associés - opérations faites en commun,account.data_account_type_current_assets,FALSE,l10n_ma
34670000,pcg_34670000,Créances rattachées aux comptes d'associés,account.data_account_type_current_assets,FALSE,l10n_ma
34680000,pcg_34680000,Autres comptes d'associés débiteurs,account.data_account_type_current_assets,FALSE,l10n_ma
34810000,pcg_34810000,Créances sur cessions d'immobilisations,account.data_account_type_current_assets,FALSE,l10n_ma
34820000,pcg_34820000,Créances sur cessions d'éléments d'actif circulant,account.data_account_type_current_assets,FALSE,l10n_ma
34870000,pcg_34870000,Créances rattachées aux autres débiteurs,account.data_account_type_current_assets,FALSE,l10n_ma
34880000,pcg_34880000,Divers débiteurs,account.data_account_type_current_assets,FALSE,l10n_ma
34910000,pcg_34910000,Charges constatées d'avance,account.data_account_type_current_assets,FALSE,l10n_ma
